front_id,target_value
150378,0.8208807731475131
194170,0.7882288061039104
102106,0.6187011068849282
256199,0.8497572975810465
253573,0.7646209739829646
151278,0.763951172900583
194374,0.554254537296894
205556,0.8206876442773948
150772,0.7605081352733042
150514,0.7345326899350667
101756,0.58464959959449
221226,0.8908537507210748
101757,0.6114927523008202
150515,0.8463196977493805
206556,0.9007653107515535
150517,0.8476697816576128
174787,0.8367903157219582
256198,0.8600056277670768
197951,0.5365689580346029
101755,0.8593938571598854
194325,0.7895073339734908
150818,0.8409904323311176
174806,0.6627951413460923
150169,0.8121250762849281
176631,0.734045827359962
256465,0.5989977855795247
174805,0.8446345466835106
176435,0.6978886157766715
180496,0.7820514047591696
256341,0.7776424495324473
176436,0.6075911927007802
150161,0.8533709347598534
206598,0.7854699722486503
194453,0.8206565195054409
105427,0.7344279295214643
176207,0.8387196992469986
151122,0.7517212715441345
150817,0.6313810888816567
256467,0.7236773187475968
176280,0.8836272333469344
256303,0.9083193495516665
174688,0.567398190888967
101935,0.6215199674348719
174395,0.7369869571613489
253639,0.7360807646782092
150883,0.6164329277109394
179139,0.7711234860827431
174689,0.7601716553561848
101934,0.8519536161105933
221229,0.77332227323633
102108,0.87379019775423
174789,0.8838612840569078
150403,0.7311726771759027
206985,0.633512053850175
150774,0.7890405006137391
174807,0.5651813947422878
259270,0.735599037340792
179969,0.7671419578480788
256469,0.3737557529904052
176632,0.8066513767795163
194024,0.6104065284166882
174819,0.6225534469592945
194115,0.6623110920934558
151125,0.7047875282081122
101895,0.7935750570110267
258858,0.8505814406853128
101875,0.3269949557249733
105611,0.7284039182086322
258862,0.7662285277100618
174838,0.6151190223132958
194082,0.8881266465265828
258864,0.8623557275657631
174788,0.942025943354546
105443,0.64677869189484
101874,0.6658626111264062
221239,0.8570588175351451
174397,0.7771131580888045
101854,0.7120703013935628
174398,0.8110261980667811
102109,0.5427967034173325
194345,0.7312921715337046
176587,0.742039143328167
151187,0.7818321858746186
176588,0.8191446071259061
256468,0.47701386563126025
151184,0.8436472635500099
259294,0.34488484408463627
259292,0.8563197237647888
259290,0.8092892985497399
193972,0.8000061613547986
194349,0.8743262939576515
174753,0.8084741295147919
174754,0.66940140357866
174770,0.8248629122835845
176608,0.6091941606944948
193975,0.6283231728364003
138257,0.8467053853395892
150397,0.7048566913198525
206734,0.8427123496644828
194079,0.7779383044672432
176437,0.5618253458560692
198376,0.7936281658012768
198404,0.7086102868499365
183395,0.8176621305204409
198088,0.6518202438085466
151279,0.5820984880250167
139090,0.8869170873021085
180345,0.7838543057255513
151276,0.8417289862035826
253373,0.7734139625633977
176498,0.7562284157629464
256385,0.7878768857004176
220924,0.83015865121517
176212,0.9140501303028519
259148,0.814828397631225
256386,0.35127428940436195
176243,0.6029517907434436
150994,0.900684274561008
101760,0.8860412336823421
150822,0.5659412293054573
267006,0.41654071621170313
138269,0.1577909213725073
151367,0.5866864563336126
256342,0.7792508600187712
183526,0.7312843833738799
150519,0.873636842972147
101793,0.8523956772805583
180080,0.7472814423383076
256304,0.7198087362337584
206887,0.6003278581199073
197941,0.7600995067767662
206686,0.6563885274157314
150823,0.76298726624448
101657,0.8900308775123595
150174,0.7971534917987064
174552,0.6956248309293052
176456,0.6978886157766715
101599,0.8786936344948376
176434,0.9378783923008197
197996,0.8843241288371855
205690,0.5117131523882693
174563,0.8763554350570338
176209,0.7603572779556054
198269,0.8375358448412552
138448,0.8632758840018041
150279,0.6410468753531203
256268,0.7769489719555547
194285,0.3050659694442206
138118,0.798671241977052
256466,0.5402521631229612
102133,0.7740294696549164
194284,0.7984050471392086
102025,0.9400905133095442
101753,0.6343214902824931
138816,0.8598611536572454
151040,0.7538421887791635
151041,0.8006888967446317
101936,0.7677701642140622
102005,0.8647685659696378
176556,0.7323382052964292
105687,0.7318112701470079
256487,0.6672228460598278
139392,0.5273426984713012
150277,0.8106233583987617
150176,0.7818321858746186
256353,0.8168764972301732
220951,0.6009794051737617
194241,0.7969571602077267
138956,0.8113413652739428
267052,0.5926299218423398
174601,0.9189485185146791
105472,0.9464275477579126
150633,0.7036063687170476
150525,0.5489390330151386
256498,0.9641017331541928
259255,0.655887582315574
101827,0.8432303233160326
174623,0.8624997665707154
193927,0.747370113605255
198252,0.6898312157996637
150940,0.7105924290056593
194242,0.8417079237396458
174482,0.882766504861785
256202,0.793268457342302
193980,0.8124938031508188
176329,0.5471645238436329
174818,0.7138408352760635
139388,0.9060331679378814
180283,0.635126503538922
174481,0.6301490676914506
194036,0.5834243956728857
102027,0.8226432100291893
220913,0.8236585090083695
174447,0.8432027938326471
256255,0.5744787747885399
256500,0.5882591740465918
180232,0.7893565017007482
194030,0.6484792436543154
258924,0.6044198875819797
151284,0.8735766026390328
176331,0.8756847674252874
258927,0.825543282432912
180349,0.8862194625692813
256470,0.7657167914924653
194025,0.6122988175199358
151283,0.8914068573831022
174479,0.7782605370428076
174488,0.6387716789101564
194029,0.7791117490566778
180492,0.7208332397618934
174790,0.6732707847490581
101941,0.8202112704300116
101940,0.6547216429004252
174556,0.8785965569548175
174557,0.39562851168303914
194461,0.8720390460798125
151188,0.49555642296134905
194462,0.8492959607920955
174565,0.5805976364057639
258875,0.7529766011933011
150524,0.6424510080111722
139435,0.5132382638367221
256265,0.7501963433837113
193929,0.7560955863659627
150529,0.7626389313307878
256517,0.8800836117289319
252643,0.80204197683581
